record_id,pmid,doi,title,abstract,authors,year,journal,source,llm_decision,llm_confidence,llm_reasoning,evidence_quote,human_decision,discrepancy,resolution_note,final_decision,timestamp,L1_decision,L1_exclusion_tags,L1_evidence,L1_reasoning,L1_error,L1_timestamp,L1_input_tokens,L1_output_tokens,L1_total_tokens
3,38996924.0,10.1016/j.jhep.2024.06.042,Impact of pre-transplant immune checkpoint inhibitor use on post-transplant outcomes in HCC: A systematic review and individual patient data meta-analysis,"BACKGROUND & AIMS: Treatment with immune checkpoint inhibitors (ICIs) for hepatocellular carcinoma (HCC) prior to liver transplantation (LT) has been reported; however, ICIs may elevate the risk of allograft rejection and impact other clinical outcomes. This study aims to summarize the impact of ICI use on post-LT outcomes. METHODS: In this individual patient data meta-analysis, we searched databases to identify HCC cases treated with ICIs before LT, detailing allograft rejection, HCC recurrence, and overall survival. We performed Cox regression analysis to identify risk factors for allograft rejection. RESULTS: Among 91 eligible patients, with a median (IQR) follow-up of 690.0 (654.5) days, there were 24 (26.4%) allograft rejections, 9 (9.9%) HCC recurrences, and 9 (9.9%) deaths. Age (adjusted hazard ratio [aHR] per 10 years 0.72, 95% CI 0.53-0.99, p = 0.044) and ICI washout time (aHR per 1 week 0.92, 95% CI 0.86-0.99, p = 0.022) were associated with allograft rejection. The median (IQR) washout period for patients with ≤20% probability of allograft rejection was 94 (196) days. Overall survival did not differ between cases with and without allograft rejection (log-rank test, p = 0.2). Individuals with HCC recurrence had fewer median (IQR) ICI cycles than those without recurrence (4.0 [1.8] vs. 8.0 [9.0]; p = 0.025). The proportion of patients within Milan post-ICI was lower for those with recurrence vs. without (16.7% vs. 65.3%, p = 0.032). CONCLUSION: Patients have acceptable post-LT outcomes after ICI therapy. Age and ICI washout length relate to the allograft rejection risk, and a 3-month washout may reduce it to that of patients without ICI exposure. Number of ICI cycles and tumor burden may affect recurrence risk. Large prospective studies are necessary to confirm these associations. IMPACT AND IMPLICATIONS: This systematic review and individual patient data meta-analysis of 91 patients with hepatocellular carcinoma and immune checkpoint inhibitor use prior to liver transplantation suggest acceptable overall post-transplant outcomes. Older age and longer immune checkpoint inhibitor washout period have a significant inverse association with the risk of allograft rejection. A 3-month washout may reduce it to that of patients without immune checkpoint inhibitor exposure. Additionally, a higher number of immune checkpoint inhibitor cycles and tumor burden within Milan criteria at the completion of immunotherapy may predict a decreased risk of hepatocellular carcinoma recurrence, but this observation requires further validation in larger prospective studies.","Rezaee-Zavareh, M. S.; Yeo, Y. H.; Wang, T.; Guo, Z.; Tabrizian, P.; Ward, S. C.; Barakat, F.; Hassanein, T. I.; Dave, S.; Ajmera, V.; Bhoori, S.; Mazzaferro, V.; Chascsa, D. M. H.; Liu, M. C.; Aby, E. S.; Lake, J. R.; Sogbe, M.; Sangro, B.; Abdelrahim, M.; Esmail, A.; Schmiderer, A.; Chouik, Y.; Rudolph, M.; Sohal, D.; Giudicelli, H.; Allaire, M.; Akce, M.; Guadagno, J.; Tow, C. Y.; Massoumi, H.; De Simone, P.; Kang, E.; Gartrell, R. D.; Martinez, M.; Paz-Fumagalli, R.; Toskich, B. B.; Tran, N. H.; Solino, G. A.; Poltronieri Pacheco, D. M.; Kalman, R. S.; Agopian, V. G.; Mehta, N.; Parikh, N. D.; Singal, A. G.; Yang, J. D.",2025,J Hepatol,Other,,,,,,,,,,,,,,,,,,
390,,10.1097/LVT.0000000000000686,"A novel, institutionally developed Hypothermic Oxygenated machine PErfusion system allows low-cost, universal implementation for liver transplantation: A safety and feasibility pilot study","Despite significant benefits, the substantial economic cost has prevented the widespread adoption of Hypothermic Oxygenated machine PErfusion (HOPE) globally. Currently, HOPE is primarily utilized by liver transplantation (LT) units within high-income countries, leading to disparities in access for units operating within lower-resource settings. To address this, the Centre for Organ Assessment, Repair and Optimisation (COARO) has developed a low-cost HOPE system for clinical use. The aim of this paper was to assess the feasibility of translating the COARO system into routine clinical practice for all LT procedures at an Australian LT unit. The COARO system comprises readily available components and is built upon institutionally developed electrical and software architecture. Preclinical testing was conducted by sequentially perfusing human livers using HOPE, followed by long-term normothermic machine perfusion. Following clinical introduction, all LT recipients at Royal Prince Alfred Hospital in Sydney, Australia, were eligible to receive a graft perfused using the COARO system. Primary endpoints were measured perfusion dynamics, and secondary endpoints were system costs and early graft and patient outcomes. Forty-five LTs have been performed using the COARO system. No instances of device failure or unsafe perfusion have occurred. Seven patients developed early allograft dysfunction (15.6%), and the 3-month graft failure risk was 2.7% (1.8-3.9) based on the Liver Graft Assessment Following Transplantation (L-GrAFT7) score. Thirteen patients (28.9%) developed a Clavien-Dindo >=IIIb complication. One patient developed primary non-function, considered unrelated to HOPE. The total cost of the COARO system is US$1494.87 per LT, 80% cheaper than a commercial equivalent. The COARO system is safe and presents a significant economic advantage over commercial systems, allowing universal implementation of HOPE for all LT procedures in under-resourced units., Copyright (C) 2025 American Association for the Study of Liver Diseases.","Risbey, C.; Babekuhl, D.; Yousif, P.; Fonseka, N.; Zhang, W.; Derwent, E.; Curry, S.; Seow, C.; Niu, A.; Liu, K.; Strasser, S.; McCaughan, G.; Crawford, M.; Pulitano, C.",2025,Liver transplant.,EMBASE,,,,,,,,,,,,,,,,,,
190,40710727.0,10.1097/lvt.0000000000000686,"A novel, institutionally developed Hypothermic Oxygenated machine PErfusion system allows low-cost, universal implementation for liver transplantation: A safety and feasibility pilot study","Despite significant benefits, the substantial economic cost has prevented the widespread adoption of Hypothermic Oxygenated machine PErfusion (HOPE) globally. Currently, HOPE is primarily utilized by liver transplantation (LT) units within high-income countries, leading to disparities in access for units operating within lower-resource settings. To address this, the Centre for Organ Assessment, Repair and Optimisation (COARO) has developed a low-cost HOPE system for clinical use. The aim of this paper was to assess the feasibility of translating the COARO system into routine clinical practice for all LT procedures at an Australian LT unit. The COARO system comprises readily available components and is built upon institutionally developed electrical and software architecture. Preclinical testing was conducted by sequentially perfusing human livers using HOPE, followed by long-term normothermic machine perfusion. Following clinical introduction, all LT recipients at Royal Prince Alfred Hospital in Sydney, Australia, were eligible to receive a graft perfused using the COARO system. Primary endpoints were measured perfusion dynamics, and secondary endpoints were system costs and early graft and patient outcomes. Forty-five LTs have been performed using the COARO system. No instances of device failure or unsafe perfusion have occurred. Seven patients developed early allograft dysfunction (15.6%), and the 3-month graft failure risk was 2.7% (1.8-3.9) based on the Liver Graft Assessment Following Transplantation (L-GrAFT 7 ) score. Thirteen patients (28.9%) developed a Clavien-Dindo ≥IIIb complication. One patient developed primary non-function, considered unrelated to HOPE. The total cost of the COARO system is US$1494.87 per LT, 80% cheaper than a commercial equivalent. The COARO system is safe and presents a significant economic advantage over commercial systems, allowing universal implementation of HOPE for all LT procedures in under-resourced units.","Risbey, C. W. G.; Babekuhl, D.; Yousif, P.; Fonseka, N.; Zhang, W. B.; Derwent, E.; Curry, S.; Seow, C.; Niu, A.; Liu, K.; Strasser, S. I.; McCaughan, G. W.; Crawford, M.; Pulitano, C.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
426,,https://dx.doi.org/10.1016/j.trre.2024.100853,Return of the cold: How hypothermic oxygenated machine perfusion is changing liver transplantation,"Hypothermic Oxygenated machine PErfusion (HOPE) has recently emerged as a preservation technique which can reduce ischemic injury and improve clinical outcomes following liver transplantation. First developed with the advent solid organ transplantation techniques, hypothermic machine perfusion largely fell out of favour following the development of preservation solutions which can satisfactorily preserve grafts using the cheap and simple method, static cold storage (SCS). However, with an increasing need to develop techniques to reduce graft injury and better utilise marginal and donation after circulatory death (DCD) grafts, HOPE has emerged as a relatively simple and safe technique to optimise clinical outcomes following liver transplantation. Perfusing the graft with cold, acellular, oxygenated perfusate either via the portal vein (PV) alone, or via both the PV and hepatic artery (HA), HOPE is generally commenced for a period of 1-2 h immediately prior to implantation. The technique has been validated by multiple randomised control trials, and pre-clinical evidence suggests HOPE primarily reduces graft injury by decreasing the accumulation of harmful mitochondrial intermediates, and subsequently, the severity of post-reperfusion injury. HOPE can also facilitate real time graft assessment, most notably via the measurement of flavin mononucleotide (FMN) in the perfusate, allowing transplant teams to make better informed clinical decisions prior to transplantation. HOPE may also provide a platform to administer novel therapeutic agents to ex situ organs without risk of systemic side effects. As such, HOPE is uniquely positioned to revolutionise how liver transplantation is approached and facilitate optimised clinical outcomes for liver transplant recipients. Copyright © 2024 Elsevier Inc. All rights reserved.","Risbey, Charles W. G.; Lau, Ngee-Soon; Niu, Anita; Zhang, Wesley B.; Crawford, Michael; Pulitano, Carlo",2024,"Transplantation reviews (Orlando, Fla.)",PubMed,,,,,,,,,,,,,,,,,,
142,40665673.0,10.1177/03913988251351513,Red blood cell damage during normothermic liver perfusion: A hidden barrier to graft assessment?,"BACKGROUND: Normothermic machine for liver perfusion (NMP) has emerged as a promising technique for dynamic preservation and functional assessment of liver grafts. However, red blood cell hemolysis is a frequently underestimated complication that may impair the interpretation of viability metrics. This study aims to determine the impact of rising free hemoglobin levels (fHb) on hepatic perfusion during NMP. MATERIALS AND METHODS: Fifteen healthy female porcine livers were perfused for 18 hours using a NMP circuit primed with autologous whole blood. Hourly measurements included fHb levels, total hepatic, portal, and arterial flows, as well as biochemical parameters. Correlations between fHb and perfusion parameters were evaluated using Spearman's rank test. RESULTS: All livers were successfully perfused for 18 h. Free hemoglobin levels progressively increased over time. Significant inverse correlations were observed between fHb and portal vein flow (ρ = -0.772) and total hepatic flow (ρ = -0.650). Among biochemical markers, only GGT and CK showed positive correlations with fHb. CONCLUSION: Progressive hemolysis during NMP is associated with impaired hepatic perfusion, affecting the portal system, and correlates with selective biochemical injury markers. These findings highlight the need for systematic monitoring of fHb in NMP protocols to ensure viability assessment and optimize graft preservation.","Rivera, A.; Fernandez-Lopez, I.; Del Canizo, J. F.",2025,Int J Artif Organs,Other,,,,,,,,,,,,,,,,,,
105,40450482.0,10.1016/j.jss.2025.03.064,Normothermic Machine Perfusion and Liver Transplant Waitlist Times: A Single-Center Matched Cohort Study,"INTRODUCTION: Normothermic machine perfusion (NMP) is a promising technology for expanding the donor liver pool. This study aims to evaluate the association between the implementation of NMP on liver transplant waitlist times at a single center. METHODS: We conducted a retrospective cohort study of patients who underwent liver transplant at Beth Israel Deaconess Medical Center from 2014 to 2024. Waitlist times were compared between pre-NMP and post-NMP implementation periods. Matched cohorts based on sex, age, and the model for end-stage liver disease score were used to compare patients who received machine-perfused livers (NMP group) and those who did not (non-NMP group). Waitlist duration, donor type, hospital stay, overall survival, and graft failure were measured. A subgroup of patients diagnosed with hepatocellular carcinoma (HCC) was analyzed. RESULTS: Of 429 patients, median waitlist times were significantly reduced from 309 d pre-NMP to 48 d post-NMP (P < 0.001). In the matched analysis, the NMP group had a median waitlist time of 71 d, compared to 345 d for non-NMP group (P < 0.001). The NMP group had a 2-d shorter hospital stay than the non-NMP group (P < 0.001). For HCC patients, waitlist times decreased from 472 d pre-NMP to 83 d post-NMP (P < 0.001), and in the matched HCC cohorts, waitlist times decreased from 492 d to 121 d in the non-NMP and NMP groups, respectively (P < 0.001). CONCLUSIONS: NMP implementation was associated with significantly shorter liver transplant waitlist times and reduced hospital stays, without compromising short-term survival outcomes. NMP may address the liver transplant shortage and improve access for patients, particularly those with HCC.","Rivera, B.; Cojuc-Konigsberg, G.; Canizares, S.; Chumdermpadetsuk, R. R.; Dib, M.; Lee, D.; Eckhoff, D. E.",2025,J Surg Res,Other,,,,,,,,,,,,,,,,,,
265,40883215.0,10.1016/j.jss.2025.07.063,Response Regarding: Normothermic Machine Perfusion and Liver Transplant Waitlist Times: A Single-Center Matched Cohort Study,,"Rivera, B.; Dib, M.; Eckhoff, D. E.",2025,J Surg Res,Other,,,,,,,,,,,,,,,,,,
266,40883216.0,10.1016/j.jss.2025.07.064,Response Regarding: Normothermic Machine Perfusion and Liver Transplant Waitlist Times: A Single-Center Matched Cohort Study,,"Rivera, B.; Dib, M.; Eckhoff, D. E.",2025,J Surg Res,Other,,,,,,,,,,,,,,,,,,
104,41301822.0,10.3390/biomedicines13112729,"Liver Machine Perfusion: Past, Present and Future Directions","Liver transplantation represents the only curative method for end-stage liver disorders and certain liver malignancies. Over the last three decades, advancements in immunosuppression, surgical technique, and intensive care measures have resulted in improved patient and graft survival outcomes, but a deficit of donor organs is constantly the major issue that limits our ability to reduce the mortality on the liver transplant waiting list. To address this, marginal grafts and those from donors after cardiac death are increasingly employed, but these strategies necessitated novel methods to improve the preservation and quality of liver grafts and the most promising one is liver machine perfusion (LMP). LMP evolved significantly in the past 10 years, and consequently, it is gradually establishing itself as a standard protocol at many transplant centers. However, many unresolved questions remain concerning the indications, types, and protocols associated with LMP. Therefore, continuous research is necessary to determine optimal guidelines and recommendations for its clinical application. This review aims to analyze the development of liver machine perfusion, including its different modalities underlying mechanisms of operation, and provide an overview of its historical evolution, current status, and future prospects.","Romic, I.; Mijatovic, D.; Petrovic, I.; Vrbanovic Mijatovic, V.; Pavlek, G.; Strajher, I. M.; Silic, V.; Jericevic, K.; Kolak, J.; Basic, J.; Barta, L.; Silovski, H.",2025,Biomedicines,Other,,,,,,,,,,,,,,,,,,
251,39757056.0,10.1016/j.transproceed.2024.11.029,Danger Biomarkers in Perfusates From Fatty Liver Grafts Subjected to Cold Storage Preservation in Different Preservation Solutions,"Static cold storage remains the traditional standard for liver graft preservation prior to transplantation in both clinical and experimental settings. The use of polyethylene glycol 35 solutions, such as Institut Georges Lopez-2 (IGL2) preservation solution, for protecting against mitochondrial damage during cold static preservation necessitates combination with hypothermic oxygenated perfusion to enhance liver graft performance. This study presents a preliminary comparative evaluation of ""danger signals"" indicating hepatocellular injury (transaminases, lactate content), mitochondrial damage (glutamate dehydrogenase release), and cytokine release in liver perfusates from suboptimal grafts (fatty livers) subjected to 24-hour cold storage. We refined an original IGL2 solution, referred to as IGL2-M solution, which was compared to Histidine-Tryptophan-Ketoglutarate preservation solution used as a control. The IGL2-M solution demonstrated superior efficacy in preventing hepatocellular and mitochondrial damage in vulnerable steatotic grafts against ischemia-reperfusion injury. The IGL2-M solution better preserved the quality of fatty liver grafts compared to the Histidine-Tryptophan-Ketoglutarate solution, as evidenced by fewer danger signals after 24 hours of cold static preservation. Further investigations are warranted to explore these findings in greater depth.","Rosello, A. P.; Chullo, G.; Pera, M.; Bataller, R.; Fundora-Suárez, Y.; Adam, R.; Carbonell, T.; Catafau, J. R.",2025,Transplant Proc,Other,,,,,,,,,,,,,,,,,,
200,41140478.0,10.1016/j.jceh.2025.103190,Innovations to Improve Survival in Acute Liver Failure,"Acute liver failure (ALF) is a medical emergency with high mortality rates. Liver transplantation is the optimal treatment for eligible patients. However, it necessitates access to transplantation services, significant financial resources, and frequently poses challenges in ensuring safe transportation. Advances in intensive care have improved survival rates from 20% to over 60%. Key factors include early prognostication, dynamic modeling, neurocritical monitoring, and liver support systems. There is a significant need for better public health services for preventing and managing ALF in India, highlighting the importance of innovative healthcare delivery and algorithm-based care. Recent advancements in liver support systems, novel pharmacological approaches, and enhanced critical care protocols can improve transplant-free survival in ALF. Innovative strategies like early and accessible plasma exchange (PLEX) for rodenticide poisoning-related ALF in Tamil Nadu have offered hope for improving public health services to provide innovative therapeutics in resource-constrained settings. This comprehensive review aims to explore the latest advancements in the management of ALF covering pathobiology, prognostic scores and biomarkers, noninvasive monitoring of intracranial hypertension (optic nerve sheath diameter and transcranial Doppler) and the use of modalities such as PLEX, and continuous renal replacement therapy. We highlight advancements and explore future innovations to enhance outcomes for individuals with ALF. Additionally, we address epidemiological changes in ALF in India and the associated challenges for healthcare policy.","Roy, A.; Premkumar, M.",2026,J Clin Exp Hepatol,Other,,,,,,,,,,,,,,,,,,
228,39049104.0,10.1097/tp.0000000000005143,Normothermic Regional Perfusion in Controlled Donation After the Circulatory Determination of Death: Understanding Where the Benefit Lies,"Controlled donation after the circulatory determination of death (cDCDD) has emerged as a strategy to increase the availability of organs for clinical use. Traditionally, organs from cDCDD donors have been subject to standard rapid recovery (SRR) with poor posttransplant outcomes of abdominal organs, particularly the liver, and limited organ utilization. Normothermic regional perfusion (NRP), based on the use of extracorporeal membrane oxygenation devices, consists of the in situ perfusion of organs that will be subject to transplantation with oxygenated blood under normothermic conditions after the declaration of death and before organ recovery. NRP is a potential solution to address the limitations of traditional recovery methods. It has become normal practice in several European countries and has been recently introduced in the United States. The increased use of NRP in cDCDD has occurred as a result of a growing body of evidence on its association with improved posttransplant outcomes and organ utilization compared with SRR. However, the expansion of NRP is precluded by obstacles of an organizational, legal, and ethical nature. This article details the technique of both abdominal and thoracoabdominal NRP. Based on the available evidence, it describes its benefits in terms of posttransplant outcomes of abdominal and thoracic organs and organ utilization. It addresses cost-effectiveness aspects of NRP, as well as logistical and ethical obstacles that limit the implementation of this innovative preservation strategy.","Royo-Villanova, M.; Miñambres, E.; Coll, E.; Domínguez-Gil, B.",2025,Transplantation,Other,,,,,,,,,,,,,,,,,,
39,40316053.0,10.1016/j.jhep.2025.04.027,"Combined liver with other solid organ transplants: Promises, pitfalls and ethical dilemmas","In this expert opinion, we explore the growing practice of multi-organ transplantation (MOT) in which liver transplantation is combined with another solid organ transplantation, such as heart, lung or kidney transplantation. There is an increasing demand for MOT as a lifesaving treatment for patients with multi-organ failure, despite societal challenges like donor shortage and complex logistics. MOT recipients, when well-chosen, demonstrate favourable survival outcomes, although the procedures involve significant risks and require close coordination among specialised teams. Patient selection and resource allocation require careful ethical consideration to balance equity and utility. Ethical dilemmas arise regarding prioritisation, particularly when organs are allocated to one patient over several others. In this opinion paper, we emphasise the need for global standardisation of protocols and robust multidisciplinary care. Immunological advantages, advanced risk assessments, and novel technologies, such as machine perfusion, improve success rates. This opinion piece calls for harmonised policies to address disparities in organ allocation while maintaining equitable access and optimised outcomes.","Russo, F. P.; Murad, S. D.; Pillai, A. A.; Shingina, A.; Donahoe, L.; Mrzljak, A.; Avitzur, Y.; Burra, P.; Selzner, N.",2025,J Hepatol,Other,,,,,,,,,,,,,,,,,,
361,40377480.0,10.1097/lvt.0000000000000641,"""You're hot then you're cold"" : Can we omit recooling after NMP?",,"S, A. Mao; Croome, K. P.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
96,40026238.0,10.1002/jimd.70010,Normothermic Machine Perfusion of Explanted Human Metabolic Livers: A Proof of Concept for Studying Inborn Errors of Metabolism,"The human liver plays a central metabolic role; however, its physiology may become imbalanced in inborn errors of metabolism (IEM), a broad category of monogenic disorders. Liver transplantation has been increasingly used to improve patient metabolic control, especially in diseases related to amino acid metabolism, such as urea cycle disorders and organic acidurias, to provide enzyme replacement. Ex vivo liver normothermic machine perfusion (NMP) techniques have recently been developed to increase the number of transplantable grafts and improve transplantation outcomes. This study used seven NMP of explanted livers from patients with IEM undergoing transplantation as models to investigate disease-related liver metabolism and function. The perfused livers demonstrated positive viability indicators and disease-specific targeted metabolomics providing the proof-of-principle that our ex vivo model expresses the biochemical disease characteristics and responds to therapeutical intervention in a unique ""physiological"" milieu, offering an ideal tool to study novel treatments, in a setting closely mirroring human disease.","Safarikia, S.; Cirelli, R.; Spagnoletti, G.; Martinelli, D.; Bravetti, G.; Francalanci, P.; D'Alessandro, A.; Di Felice, G.; Maistri, M.; Baldissone, E.; Fratti, A. M.; Simeoli, R.; Sacchetti, E.; Cairoli, S.; Rizzo, C.; Pariante, R.; Vacca, M.; Cappoli, A.; Albano, C.; Pietrobattista, A.; Spada, M.; Vici, C. D.",2025,J Inherit Metab Dis,Other,,,,,,,,,,,,,,,,,,
64,40002907.0,10.3390/biomedicines13020494,Perspectives and Tools in Liver Graft Assessment: A Transformative Era in Liver Transplantation,"Liver transplantation is a critical and evolving field in modern medicine, offering life-saving treatment for patients with end-stage liver disease and other hepatic conditions. Despite its transformative potential, transplantation faces persistent challenges, including a global organ shortage, increasing liver disease prevalence, and significant waitlist mortality rates. Current donor evaluation practices often discard potentially viable livers, underscoring the need for refined graft assessment tools. This review explores advancements in graft evaluation and utilization aimed at expanding the donor pool and optimizing outcomes. Emerging technologies, such as imaging techniques, dynamic functional tests, and biomarkers, are increasingly critical for donor assessment, especially for marginal grafts. Machine learning and artificial intelligence, exemplified by tools like LiverColor, promise to revolutionize donor-recipient matching and liver viability predictions, while bioengineered liver grafts offer a future solution to the organ shortage. Advances in perfusion techniques are improving graft preservation and function, particularly for donation after circulatory death (DCD) grafts. While challenges remain-such as graft rejection, ischemia-reperfusion injury, and recurrence of liver disease-technological and procedural advancements are driving significant improvements in graft allocation, preservation, and post-transplant outcomes. This review highlights the transformative potential of integrating modern technologies and multidisciplinary approaches to expand the donor pool and improve equity and survival rates in liver transplantation.","Safi, K.; Pawlicka, A. J.; Pradhan, B.; Sobieraj, J.; Zhylko, A.; Struga, M.; Grąt, M.; Chrzanowska, A.",2025,Biomedicines,Other,,,,,,,,,,,,,,,,,,
267,40866128.0,10.1016/j.jss.2025.06.096,Letter Regarding: Normothermic Machine Perfusion and Liver Transplant Waitlist Times: A Single-Center Matched Cohort Study,,"Sah, S.; Mehta, R.; Sah, R.",2025,J Surg Res,Other,,,,,,,,,,,,,,,,,,
180,41017058.0,10.1111/petr.70186,Graft Characteristics to Optimize Outcomes in Pediatric Liver Transplantation,"BACKGROUND: Various efforts have been made to optimize the outcomes of pediatric liver transplantation (LT), which has become an established treatment for end-stage liver disease in children. Living donor liver transplantation (LDLT) and split deceased donor liver transplantation (DDLT) could increase the donor pool for children to dramatically reduce pretransplant waitlist mortality. METHODS: Graft characteristics to optimize the outcomes in pediatric LT have been analyzed from various aspects, including graft size matching, donor/graft quality, and graft procurement procedure. This special article reviews the current literature and delineates the principles/measures to make an appropriate graft selection and the graft procurement to obtain good-quality grafts. RESULTS: Several studies related to graft size matching in LDLT have elucidated the pathogenesis of ""small-for-size"" and ""large-for-size"" issues. The procedures used to make reduced left lateral segment grafts have been technically refined, and these grafts are widely applicable for small children. The livers from ABO-incompatible donors, hepatitis B core antibody-positive donors, and parental donors with a background of congenital inherited genetic disorders have been successfully transplanted into children by overcoming each barrier, and these livers are widely used in LDLT. Machine perfusion is a promising modality to optimize the extended criteria donor organs with outcomes comparable to those of good-quality grafts. CONCLUSION: A multidisciplinary approach, leveraging each advantage between DDLT and LDLT, is going to achieve the best outcomes in the field of pediatric LT. In addition, minimally invasive donor hepatectomy must be promoted to guarantee donor safety without compromising graft quality.","Sakamoto, S.; Kasahara, M.",2025,Pediatr Transplant,Other,,,,,,,,,,,,,,,,,,
460,,10.1097/TP.0000000000004802,Intermittent Ex Vivo Lung Perfusion in a Porcine Model for Prolonged Lung Preservation,"Background. Ex vivo lung perfusion expands the lung transplant donor pool and extends preservation time beyond cold static preservation. We hypothesized that repeated regular ex vivo lung perfusion would better maintain lung grafts., Methods. Ten pig lungs were randomized into 2 groups. The control underwent 16 h of cold ischemic time and 2 h of cellular ex vivo lung perfusion. The intermittent ex vivo lung perfusion group underwent cold ischemic time for 4 h, ex vivo lung perfusion (first) for 2 h, cold ischemic time for 10 h, and 2 h of ex vivo lung perfusion (second). Lungs were assessed, and transplant suitability was determined after 2 h of ex vivo lung perfusion., Results. The second ex vivo lung perfusion was significantly associated with better oxygenation, limited extravascular water, higher adenosine triphosphate, reduced intraalveolar edema, and well-preserved mitochondria compared with the control, despite proinflammatory cytokine elevation. No significant difference was observed in the first and second perfusion regarding oxygenation and adenosine triphosphate, whereas the second was associated with lower dynamic compliance and higher extravascular lung water than the first. Transplant suitability was 100% for the first and 60% for the second ex vivo lung perfusion, and 0% for the control., Conclusions. The second ex vivo lung perfusion had a slight deterioration in graft function compared to the first. Intermittent ex vivo lung perfusion created a better condition for lung grafts than cold static preservation, despite cytokine elevation. These results suggested that intermittent ex vivo lung perfusion may help prolong lung preservation., Copyright (C) 2024 Wolters Kluwer Health, Inc. All rights reserved.","Sakanoue, I.; Okamoto, T.; Ayyat, K.; Yun, J.; Farver, C.; Fujioka, H.; Date, H.; McCurry, K.",2024,Transplantation,EMBASE,,,,,,,,,,,,,,,,,,
320,40775564.0,10.1007/s11307-025-02043-y,Reengineered Anti-CD4 Cys-diabody Variants for (89)Zr-immunoPET of CD4(+) T Cells in Immunocompetent Mice,"PURPOSE: CD4(+) T cells (T helper and T reg) play an important role in the immune system and are influential in autoimmune diseases (e.g., rheumatoid arthritis, inflammatory bowel disease) and cancer (antitumor immunity). Non-invasive, whole-body anti-CD4 immunoPET can provide dynamic and spatial information (localization, proliferation, and migration) on CD4(+) T cells. The cys-diabody format enables site-specific radiolabeling and rapid renal clearance, which results in high-contrast images at early time points. PROCEDURES: In this work, an anti-CD4 cys-diabody based on the hybridoma GK1.5 was reengineered by CDR-grafting (GK1.5 FR cDb) for higher expression in mammalian cell lines. An N-glycosylation motif in the variable light chain domain framework was removed by site-directed mutagenesis, resulting in GK1.5 N80D cDb. To investigate the impact of the variable domain glycan on the in vivo biodistribution and pharmacokinetics, both cys-diabodies were site-specifically conjugated with deferoxamine-maleimide and radiolabeled by chelation of zirconium-89. Serial immunoPET/CT imaging was used for non-invasive, whole-body assessment of specific targeting, biodistribution, and differential clearance of the two novel anti-CD4 cys-diabodies. RESULTS: The anti-CD4 cys diabody was successfully re-engineered by CDR-grafting (GK1.5 FR cDb) and aglycosylation (GK1.5 N80D cDb), resulting in a higher expression yield (~ tenfold increase) without impacting antigen specificity or affinity. Both cys-diabody variants were successfully (89)Zr-radiolabeled with similar specific activity and radiochemical purity. ImmunoPET imaging of (89)Zr-GK1.5 FR cDb and (89)Zr-GK1.5 N80D cDb in immunocompetent mice showed CD4 antigen-specific lymphoid tissue uptake in vivo. (89)Zr-GK1.5 FR cDb exhibited rapid hepatic clearance, resulting in significantly reduced uptake in lymph nodes and the spleen. Removal of the N-glycosylation motif in (89)Zr-GK1.5 N80D cDb restored diabody-typical biodistribution (renal clearance), resulting in higher target tissue uptake. CONCLUSION: The novel reengineered anti-CD4 GK1.5 N80D cDb overcomes the previous production yield bottleneck and provides same-day (89)Zr-immunoPET imaging for non-invasive, whole-body visualization of murine CD4(+) T cells.","Salazar, F. B.; Tavaré, R.; Ökten, A.; Kujawski, M.; Wu, A. M.; Zettlitz, K. A.",2025,Mol Imaging Biol,Other,,,,,,,,,,,,,,,,,,
117,40388243.0,10.1111/ctr.70170,Establishing a Normothermic Machine Perfusion Program for Liver Transplantation: Lessons Learned and Early Outcomes in the United States,"BACKGROUND: Normothermic machine perfusion (NMP) has emerged as a promising technology in liver transplantation, but limited data exist regarding real-world implementation in the United States following FDA approval. We report our experience establishing an NMP program and share insights from our first 100 cases. METHODS: We retrospectively analyzed 100 consecutive liver NMP cases performed between July 2023 and May 2024 using the OrganOx Metra device. Program establishment required assembling a dedicated team, comprehensive training, establishing a dedicated perfusion facility, coordinating with multiple departments including laboratory, blood bank, electronic medical record vendors, and billing services, and developing institutional viability criteria. RESULTS: Of 100 NMP cases, 92 proceeded to transplantation while eight were declined. Early allograft dysfunction occurred in 19 cases (20.7%) with no instances of primary non-function, and 90-day graft survival was 94.6%. No graft losses were directly attributable to NMP. Six grafts showed delayed lactate clearance but achieved successful outcomes with extended perfusion time. We systematically refined our protocols and developed standardized troubleshooting approaches to address various technical challenges including graft bleeding, arterial flow monitoring issues, persistent acidosis, and bile duct drainage issues. CONCLUSIONS: Successful implementation of an NMP program requires careful preparation, dedicated staffing, and interdepartmental coordination. Although various challenges are expected in the initial phase of the program, these can be successfully managed with a systematic approach. Our experience provides practical guidance for centers planning to establish NMP programs.","Sambommatsu, Y.; Imai, D.; Savsani, K.; Datta, M.; Tarashi, J.; Hallesy, J.; Wolfe, S.; Khan, A. A.; Lee, S. D.; Sharma, A.; Saeed, M.; Kumaran, V.; Cotterell, A. H.; Levy, M. F.; Bruno, D. A.",2025,Clin Transplant,Other,,,,,,,,,,,,,,,,,,
